research_paper_id,year,author_id,author,last_name,similar_surname,predicted_ethnicity
1074,2023,284,"Li, Yifei",Li,LI,API
1074,2023,285,"Schulz, Adriana",Schulz,SCHULZ,White
1074,2023,266,"Matusik, Wojciech",Matusik,MATUSIK,White
886,2012,286,"Sun, Chen",Sun,SUN,API
886,2012,287,"Chen, Chia-Hsin Owen",Chen,CHEN,API
886,2012,288,"Kurian, George",Kurian,KURIAN,API
886,2012,289,"Wei, Lan",Wei,WEI,API
886,2012,290,"Miller, Jason",Miller,MILLER,White
886,2012,240,"Agarwal, Anant",Agarwal,AGARWAL,API
886,2012,291,"Peh, Li-Shiuan",Peh,SPEH,White
886,2012,292,"Stojanovic, Vladimir",Stojanovic,STOJANOVIC,White
405,2005,293,"Feamster, Nick",Feamster,FEAMSTER,White
405,2005,294,"Johari, Ramesh",Johari,JOHARI,Hispanic
405,2005,295,"Balakrishnan, Hari",Balakrishnan,BALAKRISHNAN,API
651,2008,233,"Katabi, Dina",Katabi,TABI,API
651,2008,232,"Gollakota, Shyamnath",Gollakota,LAKOTA,White
132,2002,296,"Liskov, Barbara H.",Liskov,LISKO,White
132,2002,297,"Moh, Chuang-Hue",Moh,MOH,API
132,2002,298,"Richman, Steven",Richman,RICHMAN,White
132,2002,299,"Shrira, Liuba",Shrira,SHRIER,White
132,2002,300,"Chueng, Yin",Chueng,CHUEN,API
132,2002,301,"Boyapati, Chandrasekhar",Boyapati,BOYAPATI,API
890,2012,302,"Isik, Leyla",Isik,ISIK,White
890,2012,303,"Meyers, Ethan M.",Meyers,MEYERS,White
890,2012,304,"Leibo, Joel Z.",Leibo,LEIBOW,White
890,2012,15,"Poggio, Tomaso",Poggio,POGGIO,White
532,2006,305,"Fan, Rui",Fan,FAN,API
532,2006,306,"Lynch, Nancy",Lynch,LYNCH,White
900,2012,307,"Liskov, Barbara",Liskov,LISKO,White
900,2012,308,"Cowling, James",Cowling,COWLING,Black
708,2009,233,"Katabi, Dina",Katabi,TABI,API
708,2009,309,"Rahul, Hariharan",Rahul,RAHUBA,White
708,2009,310,"Jakubczak, Szymon",Jakubczak,JAKUBCZAK,White
1069,2021,255,"Shen, Jiasi",Shen,SHEN,API
1069,2021,251,"Rinard, Martin",Rinard,RINARD,White
1015,2015,311,"Beckmann, Nathan",Beckmann,BECKMANN,White
1015,2015,312,"Sanchez, Daniel",Sanchez,SANCHEZ,Hispanic
596,2007,313,"Woo, Grace Rusi",Woo,WOO,API
596,2007,314,"Kheradpour, Pouya",Kheradpour,AHMADPOUR,White
596,2007,233,"Katabi, Dina",Katabi,TABI,API
449,2005,315,"Marnette, Bruno",Marnette,ARNETTE,White
449,2005,316,"Kuncak, Viktor",Kuncak,KUNC,White
449,2005,251,"Rinard, Martin",Rinard,RINARD,White
946,2013,317,"Chiesa, Alessandro",Chiesa,CHIESA,White
946,2013,318,"Micali, Silvio",Micali,MICALI,White
946,2013,319,"Zhu, Zeyuan Allen",Zhu,ZHU,API
1009,2015,320,"Chen, Tiffany Yu-Han",Chen,CHEN,API
1009,2015,321,"Sivaraman, Anirudh",Sivaraman,SIVARAMAN,API
1009,2015,322,"Das, Somak",Das,DAS,API
1009,2015,323,"Ravindranath, Lenin",Ravindranath,RAVINDRANATH,API
1009,2015,295,"Balakrishnan, Hari",Balakrishnan,BALAKRISHNAN,API
331,2004,324,"Salcianu, Alexandru",Salcianu,CALCIANO,White
331,2004,251,"Rinard, Martin",Rinard,RINARD,White
460,2005,325,"Ajmani, Sameer",Ajmani,AJMANI,API
962,2014,326,"Chen, Jing",Chen,CHEN,API
962,2014,318,"Micali, Silvio",Micali,MICALI,White
962,2014,327,"Pass, Rafael",Pass,PASS,White
421,2005,328,"Su, Sara L.",Su,SU,API
421,2005,235,"Durand, Fredo",Durand,DURAND,Black
421,2005,329,"Agrawala, Maneesh",Agrawala,AGRAWAL,API
516,2006,330,"Thies, William",Thies,THIES,White
516,2006,331,"Urbanski, John Paul",Urbanski,URBANSKI,White
516,2006,332,"Thorsen, Todd",Thorsen,THORSEN,White
516,2006,239,"Amarasinghe, Saman",Amarasinghe,AMARASINGHE,API
884,2012,333,"Effinger, Robert",Effinger,EFFINGER,White
20,2000,46,"Riesenhuber, Maximilian",Riesenhuber,KASTENHUBER,White
20,2000,15,"Poggio, Tomaso",Poggio,POGGIO,White
1008,2015,334,"Feizi, Soheil",Feizi,REIZ,White
1008,2015,335,"Makhdoumi, Ali",Makhdoumi,DOUMIT,White
1008,2015,336,"Duffy, Ken",Duffy,DUFFY,White
1008,2015,337,"Kellis, Manolis",Kellis,KELLIS,White
1008,2015,338,"Medard, Muriel",Medard,MEDARD,Black
127,2002,339,"Ne Win, Toh",Ne Win,WIN,API
127,2002,340,"Ernst, Michael D.",Ernst,ERNST,White
319,2004,341,"Weinstein, Eugene",Weinstein,WEINSTEIN,White
319,2004,342,"Steele, Kenneth",Steele,STEELE,White
319,2004,240,"Agarwal, Anant",Agarwal,AGARWAL,API
319,2004,343,"Glass, James",Glass,GLASS,White
858,2011,344,"Guo, Nina X.",Guo,GUO,API
385,2004,345,"Balazinska, Magdalena",Balazinska,GALAZIN,White
385,2004,295,"Balakrishnan, Hari",Balakrishnan,BALAKRISHNAN,API
385,2004,346,"Madden, Samuel",Madden,MADDEN,White
385,2004,347,"Stonebraker, Mike",Stonebraker,STONEBRAKER,White
971,2014,348,"Sidiroglou-Douskos, Stelios",Sidiroglou-Douskos,SIDIROPOULOS,White
971,2014,349,"Lahtinen, Eric",Lahtinen,LAHTINEN,White
971,2014,249,"Long, Fan",Long,LONG,White
971,2014,350,"Piselli, Paolo",Piselli,PISELLI,White
971,2014,251,"Rinard, Martin",Rinard,RINARD,White
188,2003,316,"Kuncak, Viktor",Kuncak,KUNC,White
188,2003,251,"Rinard, Martin",Rinard,RINARD,White
748,2009,60,"Kaelbling, Leslie Pack",Kaelbling,HELBLING,White
748,2009,351,"Lozano-Perez, Tomas",Lozano-Perez,LOZANO,Hispanic
727,2009,306,"Lynch, Nancy",Lynch,LYNCH,White
727,2009,352,"Newport, Calvin",Newport,NEWPORT,White
502,2006,353,"Canetti, Ran",Canetti,CANETTI,White
502,2006,354,"Cheung, Ling",Cheung,CHEUNG,API
502,2006,355,"Kaynar, Dilsun",Kaynar,RAYNARD,White
502,2006,356,"Liskov, Moses",Liskov,LISKO,White
502,2006,306,"Lynch, Nancy",Lynch,LYNCH,White
502,2006,357,"Pereira, Olivier",Pereira,PEREIRA,White
502,2006,358,"Segala, Roberto",Segala,SEGALA,White
114,2002,301,"Boyapati, Chandrasekhar",Boyapati,BOYAPATI,API
114,2002,359,"Lee, Robert",Lee,LEE,API
114,2002,251,"Rinard, Martin",Rinard,RINARD,White
749,2009,360,"Roy, Nicholas",Roy,ROY,API
749,2009,361,"He, Ruijie",He,HE,API
580,2007,362,"Chachulski, Szymon",Chachulski,PACHULSKI,White
580,2007,363,"Jennings, Michael",Jennings,JENNINGS,White
580,2007,364,"Katti, Sachin",Katti,KATTI,API
580,2007,233,"Katabi, Dina",Katabi,TABI,API
68,2001,365,"Thies, William F.",Thies,THIES,White
68,2001,366,"Karczmarek, Michael",Karczmarek,KACZMAREK,White
68,2001,239,"Amarasinghe, Saman",Amarasinghe,AMARASINGHE,API
903,2012,367,"Dong, Shuonan",Dong,DONG,API
1072,2023,368,"Rivest, Ronald",Rivest,RIVEST,White
1072,2023,369,"Schiefelbein, M. Curran",Schiefelbein,SCHIEFELBEIN,White
1072,2023,370,"Zissman, Marc A.",Zissman,RISSMAN,White
1072,2023,371,"Bay, Jason",Bay,BAY,White
1072,2023,372,"Bugnion, Edouard",Bugnion,BUGNI,White
1072,2023,373,"Finnerty, Jill",Finnerty,FINNERTY,White
1072,2023,374,"Liccardi, Ilaria",Liccardi,LICCARDI,White
1072,2023,375,"Nelson, Brad",Nelson,NELSON,White
1072,2023,376,"Norige, Adam S.",Norige,ORIGER,White
1072,2023,377,"Shen, Emily H.",Shen,SHEN,API
1072,2023,378,"Wanger, Jenny",Wanger,WANGER,White
1072,2023,379,"Yahalom, Raphael",Yahalom,SHALOM,White
1072,2023,380,"Alekseyev, Jesslyn D.",Alekseyev,ALEKSEYEV,White
1072,2023,381,"Brubaker, Chad",Brubaker,BRUBAKER,White
1072,2023,382,"Ferretti, Luca",Ferretti,FERRETTI,Hispanic
1072,2023,383,"Ishikawa, Charlie",Ishikawa,ISHIKAWA,Two or More Races
1072,2023,384,"Raykova, Mariana",Raykova,BAYKO,White
1072,2023,385,"Schlaman, Brendan",Schlaman,SCHLAMAN,White
1072,2023,386,"Schwartz, Robert X.",Schwartz,SCHWARTZ,White
1072,2023,387,"Sudduth, Emma",Sudduth,SUDDUTH,White
1072,2023,388,"Tessaro, Stefano",Tessaro,TESSARO,White
825,2010,389,"Azar, Pablo",Azar,AZAR,White
825,2010,326,"Chen, Jing",Chen,CHEN,API
825,2010,318,"Micali, Silvio",Micali,MICALI,White
928,2013,390,"Kim, Heejung",Kim,KIM,API
928,2013,391,"Wohlwend, Jeremy",Wohlwend,WOHLWEND,White
928,2013,304,"Leibo, Joel Z.",Leibo,LEIBOW,White
928,2013,15,"Poggio, Tomaso",Poggio,POGGIO,White
923,2013,392,"Levin, Anat",Levin,LEVIN,White
923,2013,393,"Glasner, Daniel",Glasner,GLASNER,White
923,2013,394,"Xiong, Ying",Xiong,XIONG,API
923,2013,235,"Durand, Fredo",Durand,DURAND,Black
923,2013,395,"Freeman, William",Freeman,FREEMAN,White
923,2013,266,"Matusik, Wojciech",Matusik,MATUSIK,White
923,2013,396,"Zickler, Todd",Zickler,ZICKLER,White
37,2001,397,"Fu, Kevin",Fu,FU,API
37,2001,398,"Sit, Emil",Sit,SIT,API
37,2001,399,"Smith, Kendra",Smith,SMITH,White
37,2001,293,"Feamster, Nick",Feamster,FEAMSTER,White
1029,2016,400,"Rock, Colleen T.",Rock,ROCK,White
981,2015,401,"Beckler, Kendra K.",Beckler,BECKLER,White
147,2002,402,"Clarke, Dwaine",Clarke,CLARKE,White
147,2002,403,"Gassend, Blaise",Gassend,GASSEN,White
147,2002,404,"Suh, G. Edward",Suh,SUH,API
147,2002,405,"van Dijk, Marten",van Dijk,VANDIJK,White
147,2002,406,"Devadas, Srinivas",Devadas,DEVADAS,API
852,2011,407,"Jayaraman, Karthick",Jayaraman,JAYARAMAN,API
852,2011,408,"Ganesh, Vijay",Ganesh,GANESH,Black
852,2011,409,"Tripunitara, Mahesh",Tripunitara,PUNI,API
852,2011,410,"Rinard, Martin C.",Rinard,RINARD,White
852,2011,411,"Chapin, Steve J.",Chapin,CHAPIN,White
933,2013,249,"Long, Fan",Long,LONG,White
933,2013,348,"Sidiroglou-Douskos, Stelios",Sidiroglou-Douskos,SIDIROPOULOS,White
933,2013,412,"Kim, Deokhwan",Kim,KIM,API
933,2013,251,"Rinard, Martin",Rinard,RINARD,White
556,2006,50,"Morency, Louis-Philippe",Morency,MORENCY,White
893,2012,413,"Johannsson, Hordur",Johannsson,JOHANSSON,White
893,2012,414,"Kaess, Michael",Kaess,KAESS,White
893,2012,415,"Fallon, Maurice",Fallon,FALLON,White
893,2012,224,"Leonard, John J.",Leonard,LEONARD,White
617,2007,416,"Papi, Matthew M.",Papi,PAPI,White
617,2007,417,"Ali, Mahmood",Ali,ALI,Two or More Races
617,2007,418,"Correa Jr., Telmo Luis",Correa Jr.,CORREA,Hispanic
617,2007,419,"Perkins, Jeff H.",Perkins,PERKINS,White
617,2007,340,"Ernst, Michael D.",Ernst,ERNST,White
775,2010,412,"Kim, Deokhwan",Kim,KIM,API
775,2010,420,"Misailovic, Sasa",Misailovic,MILOVIC,White
775,2010,251,"Rinard, Martin",Rinard,RINARD,White
452,2005,421,"Dolev, Shlomi",Dolev,DOLE,White
452,2005,422,"Lahiani, Limor",Lahiani,AHIA,Hispanic
452,2005,306,"Lynch, Nancy",Lynch,LYNCH,White
452,2005,423,"Nolte, Tina",Nolte,NOLTE,White
142,2002,403,"Gassend, Blaise",Gassend,GASSEN,White
142,2002,404,"Suh, G. Edward",Suh,SUH,API
142,2002,402,"Clarke, Dwaine",Clarke,CLARKE,White
142,2002,405,"van Dijk, Marten",van Dijk,VANDIJK,White
142,2002,406,"Devadas, Srinivas",Devadas,DEVADAS,API
479,2005,424,"Hajiaghayi, MohammadTaghi",Hajiaghayi,HAJIAN,White
479,2005,425,"Kortsarz, Guy",Kortsarz,ORTS,White
479,2005,426,"Salavatipour, Mohammad R.",Salavatipour,SALAVA,White
50,2001,325,"Ajmani, Sameer",Ajmani,AJMANI,API
50,2001,427,"Morris, Robert T.",Morris,MORRIS,White
50,2001,296,"Liskov, Barbara H.",Liskov,LISKO,White
787,2010,407,"Jayaraman, Karthick",Jayaraman,JAYARAMAN,API
787,2010,410,"Rinard, Martin C.",Rinard,RINARD,White
787,2010,409,"Tripunitara, Mahesh",Tripunitara,PUNI,API
787,2010,408,"Ganesh, Vijay",Ganesh,GANESH,Black
787,2010,428,"Chapin, Steve",Chapin,CHAPIN,White
640,2008,429,"Christoudias, C. Mario",Christoudias,CHRISTOU,White
640,2008,430,"Urtasun, Raquel",Urtasun,KASUN,White
640,2008,37,"Darrell, Trevor",Darrell,DARRELL,White
22,2000,431,"Kumar, Vinay",Kumar,KUMAR,API
22,2000,15,"Poggio, Tomaso",Poggio,POGGIO,White
161,2002,432,"Tan, Godfrey",Tan,TAN,API
453,2005,364,"Katti, Sachin",Katti,KATTI,API
453,2005,233,"Katabi, Dina",Katabi,TABI,API
453,2005,433,"Puchala, Katarzyna",Puchala,PUCHALA,White
106,2002,434,"Zee, Karen",Zee,ZEE,API
106,2002,251,"Rinard, Martin",Rinard,RINARD,White
1059,2018,255,"Shen, Jiasi",Shen,SHEN,API
1059,2018,435,"Rinard, MArtin",Rinard,RINARD,White
526,2006,353,"Canetti, Ran",Canetti,CANETTI,White
526,2006,354,"Cheung, Ling",Cheung,CHEUNG,API
526,2006,355,"Kaynar, Dilsun",Kaynar,RAYNARD,White
526,2006,356,"Liskov, Moses",Liskov,LISKO,White
526,2006,306,"Lynch, Nancy",Lynch,LYNCH,White
526,2006,357,"Pereira, Olivier",Pereira,PEREIRA,White
526,2006,358,"Segala, Roberto",Segala,SEGALA,White
271,2003,356,"Liskov, Moses",Liskov,LISKO,White
803,2010,436,"Salakhutdinov, Ruslan",Salakhutdinov,KHUT,API
803,2010,437,"Hinton, Geoffrey",Hinton,HINTON,White
53,2001,438,"Keidar, Idit",Keidar,HEIDARI,White
53,2001,439,"Rajsbaum, Sergio",Rajsbaum,RAJSKI,White
723,2009,440,"Terashima, Yoshito",Terashima,TERASHIMA,API
766,2009,318,"Micali, Silvio",Micali,MICALI,White
766,2009,326,"Chen, Jing",Chen,CHEN,API
91,2001,441,"Larsen, Samuel",Larsen,LARSEN,White
91,2001,442,"Witchel, Emmett",Witchel,WITCHER,White
91,2001,239,"Amarasinghe, Saman",Amarasinghe,AMARASINGHE,API
1032,2016,252,"Finlayson, Mark Alan",Finlayson,FINLAYSON,White
929,2013,443,"Carbin, Michael",Carbin,CARBIN,White
929,2013,420,"Misailovic, Sasa",Misailovic,MILOVIC,White
929,2013,251,"Rinard, Martin",Rinard,RINARD,White
769,2009,239,"Amarasinghe, Saman",Amarasinghe,AMARASINGHE,API
769,2009,444,"Rabbah, Rodric",Rabbah,SABBAH,White
769,2009,441,"Larsen, Samuel",Larsen,LARSEN,White
816,2010,445,"Hoffmann, Henry",Hoffmann,HOFFMANN,White
816,2010,446,"Maggio, Martina",Maggio,MAGGIO,White
816,2010,447,"Santambrogio, Marco D.",Santambrogio,AMBROGIO,White
816,2010,448,"Leva, Alberto",Leva,LEVA,White
816,2010,240,"Agarwal, Anant",Agarwal,AGARWAL,API
870,2011,449,"Mroueh, Youssef",Mroueh,MROUE,White
870,2011,15,"Poggio, Tomaso",Poggio,POGGIO,White
870,2011,197,"Rosasco, Lorenzo",Rosasco,ROSASCO,White
870,2011,450,"Slotine, Jean-Jacques E.",Slotine,SLOT,White
1006,2015,451,"Abelson, Harold",Abelson,ABELSON,White
1006,2015,452,"Anderson, Ross",Anderson,ANDERSON,White
1006,2015,453,"Bellovin, Steven M.",Bellovin,BELLOVICH,White
1006,2015,454,"Benaloh, Josh",Benaloh,BENALI,Black
1006,2015,455,"Blaze, Matt",Blaze,BLAZE,White
1006,2015,456,"Diffie, Whitfield",Diffie,DIFFIE,White
1006,2015,457,"Gilmore, John",Gilmore,GILMORE,White
1006,2015,458,"Green, Matthew",Green,GREEN,White
1006,2015,459,"Landau, Susan",Landau,LANDAU,White
1006,2015,460,"Neumann, Peter G.",Neumann,NEUMANN,White
1006,2015,461,"Rivest, Ronald L.",Rivest,RIVEST,White
1006,2015,462,"Schiller, Jeffrey I.",Schiller,SCHILLER,White
1006,2015,463,"Schneier, Bruce",Schneier,SCHNEIER,White
1006,2015,464,"Specter, Michael",Specter,SPECTER,White
1006,2015,465,"Weitzner, Daniel J.",Weitzner,WEITZNER,White
1016,2015,311,"Beckmann, Nathan",Beckmann,BECKMANN,White
1016,2015,312,"Sanchez, Daniel",Sanchez,SANCHEZ,Hispanic
910,2012,466,"Gharbi, Michael",Gharbi,GHARBI,Hispanic
910,2012,467,"Malisiewicz, Tomasz",Malisiewicz,KLISIEWICZ,White
910,2012,468,"Paris, Sylvain",Paris,PARIS,Hispanic
910,2012,469,"Durand, Frédo",Durand,DURAND,Black
611,2007,470,"Ehrmann, Stephen C.",Ehrmann,EHRMANN,White
611,2007,471,"Gilbert, Steven W.",Gilbert,GILBERT,White
611,2007,472,"McMartin, Flora",McMartin,MCMARTIN,White
841,2011,473,"Krishna, Tushar",Krishna,KRISHNA,API
841,2011,474,"Beckmann, Bradford M.",Beckmann,BECKMANN,White
841,2011,291,"Peh, Li-Shiuan",Peh,SPEH,White
841,2011,475,"Reinhardt, Steven K.",Reinhardt,REINHARDT,White
493,2006,476,"Blackmore, Lars",Blackmore,BLACKMORE,White
493,2006,477,"Block, Steve",Block,BLOCK,White
193,2003,478,"Ostrovsky, Rafail",Ostrovsky,OSTROVSKY,White
193,2003,479,"Rackoff, Charles",Rackoff,RACKOFF,White
193,2003,480,"Smith, Adam",Smith,SMITH,White
633,2008,481,"Silva, Marco da",Silva,SILVA,Hispanic
633,2008,482,"Abe, Yeuhi",Abe,ABE,Two or More Races
633,2008,483,"Popovic, Jovan",Popovic,POPOVIC,White
747,2009,21,"Beal, Jacob",Beal,BEAL,White
747,2009,484,"Indurkhya, Sagar",Indurkhya,KHY,API
133,2002,301,"Boyapati, Chandrasekhar",Boyapati,BOYAPATI,API
133,2002,359,"Lee, Robert",Lee,LEE,API
133,2002,251,"Rinard, Martin",Rinard,RINARD,White
464,2005,485,"Zhang, MIchael",Zhang,ZHANG,API
464,2005,486,"Asanovic, Krste",Asanovic,HASANOVIC,White
1052,2018,267,"Bhargava, Nikhil",Bhargava,BHARGAVA,API
1052,2018,487,"Muise, Christian",Muise,MUISE,White
1052,2018,488,"Vaquero, Tiago",Vaquero,VAQUERO,Hispanic
1052,2018,489,"Williams, Brian",Williams,WILLIAMS,Black
570,2007,116,"Monteleoni, Claire",Monteleoni,MONTELEON,White
570,2007,490,"Kaariainen, Matti",Kaariainen,TAURIAINEN,White
661,2008,491,"Milch, Brian",Milch,MILCH,White
661,2008,492,"Koller, Daphne",Koller,KOLLER,White
662,2008,326,"Chen, Jing",Chen,CHEN,API
662,2008,318,"Micali, Silvio",Micali,MICALI,White
175,2002,493,"Mirrokni, Vahab S.",Mirrokni,MIRRO,White
175,2002,238,"Lee, Walter",Lee,LEE,API
175,2002,101,"Karger, David",Karger,KARGER,White
175,2002,239,"Amarasinghe, Saman",Amarasinghe,AMARASINGHE,API
754,2009,494,"Shakhnarovich, Greg",Shakhnarovich,MAROVICH,White
754,2009,495,"Bouvrie, Jake",Bouvrie,BOUVIER,White
754,2009,197,"Rosasco, Lorenzo",Rosasco,ROSASCO,White
754,2009,496,"Smale, Steve",Smale,SMALE,White
652,2008,497,"Bileschi, Stanley M",Bileschi,BILES,White
1038,2017,498,"Rosen, David M.",Rosen,ROSEN,White
1038,2017,499,"Carlone, Luca",Carlone,CARLONE,White
1038,2017,500,"Bandeira, Afonso S.",Bandeira,BANDEIRA,White
1038,2017,224,"Leonard, John J.",Leonard,LEONARD,White
658,2008,501,"McAllester, David",McAllester,MCALESTER,White
658,2008,491,"Milch, Brian",Milch,MILCH,White
658,2008,502,"Goodman, Noah D.",Goodman,GOODMAN,White
347,2004,503,"Walfish, Michael",Walfish,WALFISH,White
347,2004,504,"Stribling, Jeremy",Stribling,STRIBLING,White
347,2004,505,"Krohn, Maxwell",Krohn,KROHN,White
347,2004,295,"Balakrishnan, Hari",Balakrishnan,BALAKRISHNAN,API
347,2004,506,"Morris, Robert",Morris,MORRIS,White
347,2004,507,"Shenker, Scott",Shenker,SHENKER,White
377,2004,316,"Kuncak, Viktor",Kuncak,KUNC,White
377,2004,251,"Rinard, Martin",Rinard,RINARD,White
925,2013,508,"Evans, Isaac",Evans,EVANS,White
925,2013,509,"Lynch, Joseph",Lynch,LYNCH,White
682,2008,510,"De Vito, Ernesto",De Vito,VITO,White
682,2008,511,"Belkin, Mikhail",Belkin,BELKIN,White
682,2008,197,"Rosasco, Lorenzo",Rosasco,ROSASCO,White
932,2013,15,"Poggio, Tomaso",Poggio,POGGIO,White
932,2013,512,"Mutch, Jim",Mutch,MUTCH,White
932,2013,513,"Anselmi, Fabio",Anselmi,ANSELMI,White
932,2013,514,"Tacchetti, Andrea",Tacchetti,BACCHETTI,White
932,2013,197,"Rosasco, Lorenzo",Rosasco,ROSASCO,White
932,2013,304,"Leibo, Joel Z.",Leibo,LEIBOW,White
169,2002,404,"Suh, G. Edward",Suh,SUH,API
169,2002,402,"Clarke, Dwaine",Clarke,CLARKE,White
169,2002,403,"Gassend, Blaise",Gassend,GASSEN,White
169,2002,405,"van Dijk, Marten",van Dijk,VANDIJK,White
169,2002,406,"Devadas, Srinivas",Devadas,DEVADAS,API
487,2006,19,"Zollei, Lilla",Zollei,ZOLLER,White
52,2001,515,"Tanudjaja, Francisco",Tanudjaja,WIDJAJA,API
52,2001,516,"Mui, Lik",Mui,MUI,API
699,2008,155,"Tenenbaum, Joshua B.",Tenenbaum,TENENBAUM,White
699,2008,517,"Jonas, Eric M.",Jonas,JONAS,White
699,2008,518,"Mansinghka, Vikash K.",Mansinghka,MANSINGH,Black
459,2005,38,"Arkoudas, Konstantine",Arkoudas,MARKOU,White
330,2004,293,"Feamster, Nick",Feamster,FEAMSTER,White
330,2004,295,"Balakrishnan, Hari",Balakrishnan,BALAKRISHNAN,API
713,2009,519,"Tip, Frank",Tip,TIPP,White
713,2009,340,"Ernst, Michael D.",Ernst,ERNST,White
713,2009,520,"Dig, Danny",Dig,DIGA,API
713,2009,521,"Dolby, Julian",Dolby,DOLBY,White
713,2009,522,"Kiezun, Adam",Kiezun,ZUNG,White
713,2009,523,"Artzi, Shay",Artzi,ARTZ,White
713,2009,524,"Paradkar, Amit",Paradkar,RADKA,White
844,2011,525,"Lau, Eric",Lau,LAU,API
844,2011,526,"Miller, Jason E",Miller,MILLER,White
844,2011,527,"Choi, Inseok",Choi,CHOI,API
844,2011,528,"Yeung, Donald",Yeung,YEUNG,API
844,2011,239,"Amarasinghe, Saman",Amarasinghe,AMARASINGHE,API
844,2011,240,"Agarwal, Anant",Agarwal,AGARWAL,API
76,2001,529,"Teller, Seth",Teller,TELLER,White
575,2007,308,"Cowling, James",Cowling,COWLING,Black
575,2007,530,"Myers, Daniel",Myers,MYERS,White
575,2007,307,"Liskov, Barbara",Liskov,LISKO,White
575,2007,531,"Rodrigues, Rodrigo",Rodrigues,RODRIGUES,White
575,2007,299,"Shrira, Liuba",Shrira,SHRIER,White
637,2008,523,"Artzi, Shay",Artzi,ARTZ,White
637,2008,522,"Kiezun, Adam",Kiezun,ZUNG,White
637,2008,521,"Dolby, Julian",Dolby,DOLBY,White
637,2008,519,"Tip, Frank",Tip,TIPP,White
637,2008,520,"Dig, Danny",Dig,DIGA,API
637,2008,524,"Paradkar, Amit",Paradkar,RADKA,White
637,2008,340,"Ernst, Michael D.",Ernst,ERNST,White
251,2003,532,"Livadas, Carolos",Livadas,VADAS,White
251,2003,533,"Lynch, Nancy A.",Lynch,LYNCH,White
4,2000,534,"Barua, Rajeev",Barua,BARUA,API
442,2005,21,"Beal, Jacob",Beal,BEAL,White
19,2000,535,"Kohler, Eddie",Kohler,KOHLER,White
19,2000,536,"Chen, Benjie",Chen,CHEN,API
19,2000,537,"Kaashoek, M. Frans",Kaashoek,KAAS,White
19,2000,427,"Morris, Robert T.",Morris,MORRIS,White
19,2000,538,"Poletto, Massimiliano",Poletto,POLETTO,White
514,2006,476,"Blackmore, Lars",Blackmore,BLACKMORE,White
719,2009,268,"Williams, Brian C.",Williams,WILLIAMS,Black
719,2009,539,"Ono, Masahiro",Ono,ONO,API
824,2010,326,"Chen, Jing",Chen,CHEN,API
824,2010,318,"Micali, Silvio",Micali,MICALI,White
832,2011,540,"Popa, Raluca Ada",Popa,POPA,White
832,2011,541,"Zeldovich, Nickolai",Zeldovich,DOVICH,White
832,2011,295,"Balakrishnan, Hari",Balakrishnan,BALAKRISHNAN,API
753,2009,542,"Miller, Rob",Miller,MILLER,White
753,2009,101,"Karger, David",Karger,KARGER,White
753,2009,543,"Marcus, Adam",Marcus,MARCUS,White
753,2009,544,"Bernstein, Michael",Bernstein,BERNSTEIN,White
578,2007,364,"Katti, Sachin",Katti,KATTI,API
578,2007,545,"Cohen, Jeffrey",Cohen,COHEN,White
578,2007,233,"Katabi, Dina",Katabi,TABI,API
655,2008,327,"Pass, Rafael",Pass,PASS,White
655,2008,546,"Vaikuntanathan, Vinod",Vaikuntanathan,NATHAN,API
821,2010,412,"Kim, Deokhwan",Kim,KIM,API
821,2010,410,"Rinard, Martin C.",Rinard,RINARD,White
168,2002,532,"Livadas, Carolos",Livadas,VADAS,White
168,2002,533,"Lynch, Nancy A.",Lynch,LYNCH,White
26,2000,547,"Fekete, Alan",Fekete,FEKETE,White
26,2000,438,"Keidar, Idit",Keidar,HEIDARI,White
110,2002,233,"Katabi, Dina",Katabi,TABI,API
110,2002,548,"Blake, Charles",Blake,BLAKE,White
776,2010,240,"Agarwal, Anant",Agarwal,AGARWAL,API
776,2010,290,"Miller, Jason",Miller,MILLER,White
776,2010,311,"Beckmann, Nathan",Beckmann,BECKMANN,White
776,2010,549,"Wentzlaff, David",Wentzlaff,WENTZLAFF,White
636,2008,550,"Newton, Ryan",Newton,NEWTON,White
636,2008,551,"Girod, Lewis",Girod,GIROD,White
636,2008,552,"Craig, Michael",Craig,CRAIG,White
636,2008,553,"Madden, Sam",Madden,MADDEN,White
636,2008,554,"Morrisett, Greg",Morrisett,MORRISETT,White
987,2015,555,"Khan, Muhammad Taimoor",Khan,KHAN,API
987,2015,556,"Serpanos, Dimitrios",Serpanos,SERPA,White
987,2015,110,"Shrobe, Howard",Shrobe,SHROBA,White
960,2014,557,"Abari, Omid",Abari,ABAR,White
960,2014,309,"Rahul, Hariharan",Rahul,RAHUBA,White
960,2014,233,"Katabi, Dina",Katabi,TABI,API
698,2008,306,"Lynch, Nancy",Lynch,LYNCH,White
698,2008,357,"Pereira, Olivier",Pereira,PEREIRA,White
698,2008,355,"Kaynar, Dilsun",Kaynar,RAYNARD,White
698,2008,354,"Cheung, Ling",Cheung,CHEUNG,API
698,2008,353,"Canetti, Ran",Canetti,CANETTI,White
190,2003,558,"Kaminsky, Michael",Kaminsky,KAMINSKY,White
190,2003,559,"Peterson, Eric",Peterson,PETERSON,White
190,2003,397,"Fu, Kevin",Fu,FU,API
190,2003,560,"Mazières, David",Mazières,MAZI,White
